manufacturer,model_name,screen_size_inches,screen,cpu,ram_gb,storage,os,os_version,weight_kg,price_euros,cpu2,gpu_manufacturer,cpu_manufacturer,screen_width_px,screen_high_px,cpu_speed_ghz,storage_size_gb
Samsung,Notebook 9,15.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Windows,10,1.71,1799.0,2.7,AMD,Intel,1920,1080,2.7,256
Toshiba,Tecra A40-C-1E5,14.0,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Windows,10,1.75,1020.0,2.3,Intel,Intel,1366,768,2.3,128
Dell,Inspiron 7567,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Windows,10,2.62,1099.0,2.8,Nvidia,Intel,1920,1080,2.8,1000
HP,EliteBook 820,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Windows,10,1.26,1244.0,2.3,Intel,Intel,1366,768,2.3,256
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,2TB HDD,Windows,10,2.3,839.0,2.7,Nvidia,Intel,1920,1080,2.7,2000
Lenovo,Thinkpad P50,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Windows,7,2.5,2370.0,2.7,Nvidia,Intel,3840,2160,2.7,512
Acer,Swift 3,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Windows,10,1.8,636.0,2.4,Intel,Intel,1920,1080,2.4,128
Razer,Blade Pro,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Windows,10,1.95,2899.0,2.8,Nvidia,Intel,1920,1080,2.8,512
Asus,Vivobook Max,15.6,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,8,128GB SSD,Windows,10,2.0,581.9,1.1,Intel,Intel,1920,1080,1.1,128
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD +  1TB HDD,Windows,10,4.42,3588.8,2.8,Nvidia,Intel,1920,1080,2.8,1000
Asus,Rog G752VS-BA171T,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Windows,10,4.3,2350.0,2.6,Nvidia,Intel,1920,1080,2.6,256
Toshiba,Tecra Z40-C-161,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Windows,10,1.47,1764.0,2.6,Nvidia,Intel,1920,1080,2.6,512
Lenovo,IdeaPad 110-15IBR,15.6,1366x768,Intel Celeron Quad Core N3710 1.6GHz,8,1TB HDD,No OS,Version Unknown,2.2,329.0,1.6,Intel,Intel,1366,768,1.6,1000
Lenovo,ThinkPad T470s,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.7,2299.0,2.7,Intel,Intel,1920,1080,2.7,512
Micro-Star International,GS43VR 7RE,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,1.6,1891.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Micro-Star International,GL62M (i5-7300HQ/8GB/1TB,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Windows,10,2.2,1089.0,2.5,Nvidia,Intel,1920,1080,2.5,128
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4,1TB HDD,Windows,10,2.4,999.0,2.8,Nvidia,Intel,1920,1080,2.8,1000
Acer,Predator G9-793,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,4.2,2299.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Dell,Inspiron 7567,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Windows,10,2.62,985.0,2.5,Nvidia,Intel,1920,1080,2.5,256
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.24,1339.0,2.8,Nvidia,Intel,1920,1080,2.8,128
Vero,K146 (N3350/4GB/32GB/W10),14.0,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Windows,10,1.22,202.9,1.1,Intel,Intel,1920,1080,1.1,32
Lenovo,ThinkPad Yoga,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.37,1970.0,2.7,Intel,Intel,1920,1080,2.7,512
Lenovo,Yoga 510-15IKB,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.08,959.0,2.5,AMD,Intel,1920,1080,2.5,256
Apple,"MacBook 12""",12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8,512GB Flash Storage,macOS,X,0.92,1165.0,1.2,Intel,Intel,2304,1440,1.2,512
Lenovo,ThinkPad X1,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.42,2330.0,2.5,Intel,Intel,2560,1440,2.5,256
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Windows,10,1.63,299.0,1.1,Intel,Intel,1366,768,1.1,32
Dell,Latitude 3580,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Windows,10,1.95,810.0,2.5,Intel,Intel,1366,768,2.5,128
Lenovo,Yoga 910-13IKB,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.38,1349.0,2.7,Intel,Intel,1920,1080,2.7,256
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8,256GB SSD,Windows,10,2.0,739.0,2.0,AMD,Intel,1920,1080,2.0,256
HP,ZBook 17,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Windows,10,3.14,2064.9,2.8,Nvidia,Intel,1920,1080,2.8,256
Asus,Pro P2540UA-XS51,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.37,1099.0,2.5,Intel,Intel,1920,1080,2.5,256
Dell,XPS 13,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.29,1499.0,2.5,Intel,Intel,1920,1080,2.5,256
Dell,XPS 15,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Windows,10,2.06,1749.0,2.5,Nvidia,Intel,3840,2160,2.5,256
Dell,Latitude 3180,11.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,128GB SSD,Windows,10,1.63,744.0,1.1,Intel,Intel,1366,768,1.1,128
HP,EliteBook 820,12.5,1366x768,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Windows,10,1.26,1389.0,2.6,Intel,Intel,1366,768,2.6,256
Toshiba,Satellite Pro,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,2.1,780.0,2.3,Intel,Intel,1366,768,2.3,500
HP,15-ba043na (A12-9700P/8GB/2TB/W10),15.6,1366x768,AMD A12-Series 9700P 2.5GHz,8,2TB HDD,Windows,10,2.04,629.0,2.5,AMD,AMD,1366,768,2.5,2000
Dell,Inspiron 7567,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Windows,10,2.62,1679.0,2.8,Nvidia,Intel,3840,2160,2.8,512
Lenovo,IdeaPad 310-15IKB,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Windows,10,2.4,609.0,2.5,Nvidia,Intel,1920,1080,2.5,1000
HP,Omen 17-an012dx,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,Windows,10,3.74,1749.0,2.8,AMD,Intel,1920,1080,2.8,1000
Micro-Star International,GE72MVR 7RG,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD +  1TB HDD,Windows,10,2.9,2415.0,2.8,Nvidia,Intel,1920,1080,2.8,512
Samsung,Notebook 9,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,0.81,1499.0,2.5,Intel,Intel,1920,1080,2.5,256
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,1.98,961.0,2.7,Nvidia,Intel,1920,1080,2.7,1000
Dell,Vostro 3568,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.18,789.81,2.5,AMD,Intel,1920,1080,2.5,256
Lenovo,Thinkpad T470s,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.32,1859.0,2.7,Intel,Intel,1920,1080,2.7,256
Razer,Blade Stealth,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,16,512GB SSD,Windows,10,1.29,1799.0,2.5,Intel,Intel,3840,2160,2.5,512
HP,Chromebook 11,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Chrome OS,Version Unknown,1.23,385.0,1.6,Intel,Intel,1366,768,1.6,16
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Windows,10,4.36,2505.02,2.8,Nvidia,Intel,1920,1080,2.8,128
Dell,Latitude 3480,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,1.76,755.0,2.3,Intel,Intel,1366,768,2.3,500
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Windows,10,2.1,489.9,2.0,Intel,Intel,1366,768,2.0,500
Toshiba,Tecra X40-D-10Z,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Windows,10,1.25,1090.0,2.5,Intel,Intel,1366,768,2.5,128
Lenovo,Thinkpad X1,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.13,2499.0,2.7,Intel,Intel,1920,1080,2.7,512
Micro-Star International,GL62M 7RD,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Windows,10,2.4,1199.0,2.5,Nvidia,Intel,1920,1080,2.5,256
Lenovo,ThinkPad X1,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB Flash Storage,Windows,10,1.13,1875.0,2.5,Intel,Intel,1920,1080,2.5,256
Toshiba,Satellite Pro,14.0,1366x768,Intel Pentium Dual Core 4405U 2.1GHz,4,128GB SSD,Windows,10,1.75,499.0,2.1,Intel,Intel,1366,768,2.1,128
Asus,ZenBook Flip,13.3,Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.1,1358.0,2.5,Intel,Intel,1920,1080,2.5,256
Dell,Latitude 3480,14.0,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Windows,10,1.76,585.0,2.0,Intel,Intel,1366,768,2.0,500
Acer,Chromebook 11,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32GB Flash Storage,Chrome OS,Version Unknown,1.35,355.0,1.6,Intel,Intel,1366,768,1.6,32
Acer,Swift 3,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,128GB SSD,Windows,10,1.5,619.0,2.4,Intel,Intel,1920,1080,2.4,128
Razer,Blade Pro,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32,512GB SSD,Windows,10,3.49,5499.0,2.9,Nvidia,Intel,3840,2160,2.9,512
Lenovo,Thinkpad X1,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Windows,10,1.1,2099.0,2.6,Intel,Intel,2560,1440,2.6,512
Asus,VivoBook Max,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Linux,Version Unknown,2.1,519.0,2.5,Nvidia,Intel,1920,1080,2.5,1000
Lenovo,Thinkpad T460,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.7,1186.0,2.3,Intel,Intel,1920,1080,2.3,256
Lenovo,ThinkPad T470s,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Windows,10,1.32,1650.0,2.6,Intel,Intel,1920,1080,2.6,256
Dell,Alienware 15,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,3.21,2774.63,2.8,Nvidia,Intel,1920,1080,2.8,256
Asus,Rog GL702VS-BA023T,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.9,2419.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Toshiba,Satellite Pro,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Windows,10,2.0,669.0,2.4,Intel,Intel,1366,768,2.4,500
Lenovo,N42-20 Chromebook,14.0,1366x768,Intel Celeron Quad Core N3160 1.6GHz,4,16GB Flash Storage,Chrome OS,Version Unknown,1.5,325.0,1.6,Intel,Intel,1366,768,1.6,16
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB HDD,Windows,10,2.3,590.0,2.5,Intel,Intel,1920,1080,2.5,128
Asus,Rog GL702VM-GC017T,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,512GB SSD +  1TB HDD,Windows,10,2.73,1799.0,2.6,Nvidia,Intel,1920,1080,2.6,512
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,512GB SSD +  1TB HDD,Windows,10,4.42,3072.89,2.8,Nvidia,Intel,1920,1080,2.8,512
HP,ProBook 470,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.63,910.0,2.5,Nvidia,Intel,1600,900,2.5,1000
Dell,Vostro 3568,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Windows,10,2.18,713.99,2.5,Intel,Intel,1366,768,2.5,128
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Windows,7,1.54,1870.0,2.5,Intel,Intel,1920,1080,2.5,512
Dell,Vostro 3568,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,256GB SSD,Windows,10,2.18,739.0,2.7,AMD,Intel,1920,1080,2.7,256
HP,Chromebook X360,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Chrome OS,Version Unknown,1.4,615.0,1.1,Intel,Intel,1366,768,1.1,32
Asus,ZenBook UX310UQ-GL026T,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,512GB SSD,Windows,10,1.45,1026.0,2.3,Nvidia,Intel,1920,1080,2.3,512
HP,EliteBook x360,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.28,2277.0,2.5,Intel,Intel,1920,1080,2.5,256
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Windows,10,1.54,1468.0,2.5,Intel,Intel,1920,1080,2.5,512
HP,250 G6,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,No OS,Version Unknown,1.86,299.0,1.6,Intel,Intel,1366,768,1.6,128
Asus,Rog GL502VM-DS74,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Windows,10,2.1,1899.0,2.8,Nvidia,Intel,1920,1080,2.8,128
Dell,Inspiron 5767,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Linux,Version Unknown,2.83,865.0,2.7,AMD,Intel,1920,1080,2.7,1000
Lenovo,ThinkPad T470p,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Windows,10,1.96,1903.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,2.3,787.0,2.7,Nvidia,Intel,1920,1080,2.7,256
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Windows,10,1.9,945.0,2.5,Intel,Intel,1920,1080,2.5,128
Asus,X541NA (N4200/4GB/1TB/W10),15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Windows,10,2.0,449.0,1.1,Intel,Intel,1366,768,1.1,1000
HP,EliteBook x360,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Windows,10,1.28,2559.0,2.8,Intel,Intel,1920,1080,2.8,256
Dell,Inspiron 5368,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8,1TB HDD,Windows,10,1.62,649.0,2.3,Intel,Intel,1920,1080,2.3,1000
Lenovo,IdeaPad 110-15ISK,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4,1TB HDD,No OS,Version Unknown,2.2,469.0,2.0,Intel,Intel,1920,1080,2.0,1000
Lenovo,ThinkPad E570,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.3,850.66,2.5,Intel,Intel,1920,1080,2.5,1000
HP,EliteBook 850,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Windows,10,1.84,1349.0,2.6,AMD,Intel,1920,1080,2.6,256
Toshiba,Portege X30-D-10X,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Windows,10,1.05,1285.0,2.5,Intel,Intel,1920,1080,2.5,128
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,No OS,Version Unknown,2.5,1017.0,2.5,Nvidia,Intel,1920,1080,2.5,1000
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7660U 2.5GHz,16,512GB SSD,Windows,10,1.29,2240.0,2.5,Intel,Intel,3200,1800,2.5,512
HP,Probook 450,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,2.07,910.0,2.3,Intel,Intel,1920,1080,2.3,500
Toshiba,Portégé Z30-C-188,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.2,1095.0,2.3,Intel,Intel,1366,768,2.3,256
Lenovo,ThinkPad Yoga,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.37,1950.0,2.7,Intel,Intel,1920,1080,2.7,256
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.56,902.0,2.5,Intel,Intel,1920,1080,2.5,256
Dell,Precision 3520,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Windows,10,2.23,1778.0,2.8,Nvidia,Intel,1920,1080,2.8,1000
Lenovo,ThinkPad L570,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.38,1055.0,2.5,Intel,Intel,1366,768,2.5,500
Lenovo,IdeaPad 110-15ISK,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,No OS,Version Unknown,2.2,479.0,2.0,AMD,Intel,1920,1080,2.0,1000
Toshiba,Tecra A50-D-11D,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,2.0,1388.0,2.7,Intel,Intel,1920,1080,2.7,256
Lenovo,Thinkpad 13,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,1GB SSD,Windows,10,1.44,735.0,2.4,Intel,Intel,1920,1080,2.4,1
Samsung,Notebook 9,15.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Windows,10,1.23,1849.0,2.7,Nvidia,Intel,1920,1080,2.7,256
Dell,Latitude 7280,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Windows,10,1.6,1690.0,2.8,Intel,Intel,1920,1080,2.8,256
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Linux,Version Unknown,2.0,398.99,1.1,Intel,Intel,1366,768,1.1,1000
Xiaomi,Mi Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.28,935.0,2.3,Nvidia,Intel,1920,1080,2.3,256
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128GB SSD +  1TB HDD,Windows,10,2.18,912.5,2.5,Nvidia,Intel,1920,1080,2.5,128
HP,ProBook 450,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,2.04,839.0,2.5,Intel,Intel,1920,1080,2.5,256
HP,EliteBook x360,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,1.28,1700.0,2.5,Intel,Intel,1920,1080,2.5,256
HP,Pavilion x360,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.3,684.8,2.5,Intel,Intel,1366,768,2.5,500
Asus,VivoBook L402NA,14.1,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Windows,10,1.65,348.0,1.1,Intel,Intel,1366,768,1.1,32
Lenovo,IdeaPad 510-15ISK,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,1TB HDD,Windows,10,2.2,669.0,2.5,Nvidia,Intel,1920,1080,2.5,1000
Dell,Inspiron 3552,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,500GB HDD,Windows,10,2.2,369.0,1.6,Intel,Intel,1366,768,1.6,500
HP,EliteBook x360,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,1.28,1799.0,2.5,Intel,Intel,1920,1080,2.5,256
Dell,Vostro 3568,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Linux,Version Unknown,2.18,455.7,2.0,AMD,Intel,1366,768,2.0,1000
Asus,Rog GL753VD-GC082T,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,12,128GB SSD +  1TB HDD,Windows,10,2.2,1369.9,2.5,Nvidia,Intel,1920,1080,2.5,128
Acer,Chromebook C731-C78G,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32GB Flash Storage,Chrome OS,Version Unknown,1.25,297.0,1.6,Intel,Intel,1366,768,1.6,32
Lenovo,IdeaPad 110-17ACL,17.3,1600x900,AMD A4-Series 7210 2.2GHz,4,500GB HDD,Windows,10,2.8,379.0,2.2,AMD,AMD,1600,900,2.2,500
HP,Probook 640,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Windows,10,1.95,1265.0,2.5,Intel,Intel,1920,1080,2.5,128
HP,Envy x360,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Windows,10,1.42,1399.0,2.7,Intel,Intel,3200,1800,2.7,256
Samsung,Notebook 9,15.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.17,1699.0,2.7,Intel,Intel,1920,1080,2.7,256
Lenovo,ThinkPad T470s,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.32,1799.0,2.5,Intel,Intel,1920,1080,2.5,256
Micro-Star International,GS73VR Stealth,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,512GB SSD +  2TB HDD,Windows,10,2.43,2649.0,2.6,Nvidia,Intel,3840,2160,2.6,512
Toshiba,Portege X30-D-10V,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.05,1475.0,2.5,Intel,Intel,1920,1080,2.5,256
Dell,Inspiron 7567,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Linux,Version Unknown,2.62,929.0,2.8,Nvidia,Intel,1920,1080,2.8,1000
HP,ProBook 450,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,2.04,900.0,2.7,Nvidia,Intel,1920,1080,2.7,1000
Dell,Vostro 3568,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Windows,10,2.18,614.0,2.0,AMD,Intel,1366,768,2.0,1000
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,500GB HDD,Windows,10,1.9,935.0,2.6,Intel,Intel,1920,1080,2.6,500
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,8,512GB SSD,Windows,10,1.24,2013.1,1.3,Intel,Intel,3200,1800,1.3,512
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,256GB SSD +  256GB SSD,Windows,10,3.58,1279.0,2.7,Nvidia,Intel,1920,1080,2.7,256
Dell,XPS 13,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,16,256GB SSD,Windows,10,1.22,1649.0,1.3,Intel,Intel,1920,1080,1.3,256
Lenovo,ThinkPad X1,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB Flash Storage,Windows,10,1.13,2049.0,2.7,Intel,Intel,1920,1080,2.7,256
Lenovo,ThinkPad T570,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,512GB SSD,Windows,10,1.95,1962.99,2.5,Intel,Intel,1920,1080,2.5,512
LG,Gram 15Z970,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.08,2099.0,2.7,Intel,Intel,1920,1080,2.7,512
HP,Elitebook 820,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.26,1483.0,2.7,Intel,Intel,1920,1080,2.7,512
