manufacturer,model_name,screen_size_inches,screen,cpu,ram_gb,storage,os,os_version,weight_kg,price_euros,gpu_manufacturer,cpu_manufacturer,screen_width_px,screen_high_px,cpu_speed_ghz
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,No OS,Version Unknown,2.5,1017.0,Nvidia,Intel,1920,1080,2.5
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7660U 2.5GHz,16,512GB SSD,Windows,10,1.29,2240.0,Intel,Intel,3200,1800,2.5
HP,Probook 450,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,2.07,910.0,Intel,Intel,1920,1080,2.3
Toshiba,Portégé Z30-C-188,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.2,1095.0,Intel,Intel,1366,768,2.3
Lenovo,ThinkPad Yoga,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.37,1950.0,Intel,Intel,1920,1080,2.7
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.56,902.0,Intel,Intel,1920,1080,2.5
Dell,Precision 3520,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Windows,10,2.23,1778.0,Nvidia,Intel,1920,1080,2.8
Lenovo,ThinkPad L570,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.38,1055.0,Intel,Intel,1366,768,2.5
Lenovo,IdeaPad 110-15ISK,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,No OS,Version Unknown,2.2,479.0,AMD,Intel,1920,1080,2.0
Toshiba,Tecra A50-D-11D,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,2.0,1388.0,Intel,Intel,1920,1080,2.7
Lenovo,Thinkpad 13,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,1GB SSD,Windows,10,1.44,735.0,Intel,Intel,1920,1080,2.4
Samsung,Notebook 9,15.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Windows,10,1.23,1849.0,Nvidia,Intel,1920,1080,2.7
Dell,Latitude 7280,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Windows,10,1.6,1690.0,Intel,Intel,1920,1080,2.8
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Linux,Version Unknown,2.0,398.99,Intel,Intel,1366,768,1.1
Xiaomi,Mi Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.28,935.0,Nvidia,Intel,1920,1080,2.3
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128GB SSD +  1TB HDD,Windows,10,2.18,912.5,Nvidia,Intel,1920,1080,2.5
HP,ProBook 450,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,2.04,839.0,Intel,Intel,1920,1080,2.5
HP,EliteBook x360,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,1.28,1700.0,Intel,Intel,1920,1080,2.5
HP,Pavilion x360,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.3,684.8,Intel,Intel,1366,768,2.5
Asus,VivoBook L402NA,14.1,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Windows,10,1.65,348.0,Intel,Intel,1366,768,1.1
Lenovo,IdeaPad 510-15ISK,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,1TB HDD,Windows,10,2.2,669.0,Nvidia,Intel,1920,1080,2.5
Dell,Inspiron 3552,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,500GB HDD,Windows,10,2.2,369.0,Intel,Intel,1366,768,1.6
HP,EliteBook x360,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,1.28,1799.0,Intel,Intel,1920,1080,2.5
Dell,Vostro 3568,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Linux,Version Unknown,2.18,455.7,AMD,Intel,1366,768,2.0
Asus,Rog GL753VD-GC082T,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,12,128GB SSD +  1TB HDD,Windows,10,2.2,1369.9,Nvidia,Intel,1920,1080,2.5
Acer,Chromebook C731-C78G,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32GB Flash Storage,Chrome OS,Version Unknown,1.25,297.0,Intel,Intel,1366,768,1.6
Lenovo,IdeaPad 110-17ACL,17.3,1600x900,AMD A4-Series 7210 2.2GHz,4,500GB HDD,Windows,10,2.8,379.0,AMD,AMD,1600,900,2.2
HP,Probook 640,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Windows,10,1.95,1265.0,Intel,Intel,1920,1080,2.5
HP,Envy x360,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Windows,10,1.42,1399.0,Intel,Intel,3200,1800,2.7
Samsung,Notebook 9,15.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.17,1699.0,Intel,Intel,1920,1080,2.7
Lenovo,ThinkPad T470s,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.32,1799.0,Intel,Intel,1920,1080,2.5
Micro-Star International,GS73VR Stealth,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,512GB SSD +  2TB HDD,Windows,10,2.43,2649.0,Nvidia,Intel,3840,2160,2.6
Toshiba,Portege X30-D-10V,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.05,1475.0,Intel,Intel,1920,1080,2.5
Dell,Inspiron 7567,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Linux,Version Unknown,2.62,929.0,Nvidia,Intel,1920,1080,2.8
HP,ProBook 450,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,2.04,900.0,Nvidia,Intel,1920,1080,2.7
Dell,Vostro 3568,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Windows,10,2.18,614.0,AMD,Intel,1366,768,2.0
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,500GB HDD,Windows,10,1.9,935.0,Intel,Intel,1920,1080,2.6
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,8,512GB SSD,Windows,10,1.24,2013.1,Intel,Intel,3200,1800,1.3
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,256GB SSD +  256GB SSD,Windows,10,3.58,1279.0,Nvidia,Intel,1920,1080,2.7
Dell,XPS 13,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,16,256GB SSD,Windows,10,1.22,1649.0,Intel,Intel,1920,1080,1.3
Lenovo,ThinkPad X1,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB Flash Storage,Windows,10,1.13,2049.0,Intel,Intel,1920,1080,2.7
Lenovo,ThinkPad T570,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,512GB SSD,Windows,10,1.95,1962.99,Intel,Intel,1920,1080,2.5
LG,Gram 15Z970,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.08,2099.0,Intel,Intel,1920,1080,2.7
HP,Elitebook 820,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.26,1483.0,Intel,Intel,1920,1080,2.7
Acer,Chromebook CB5-571-C1DZ,15.6,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core 3205U 1.5GHz,4,16GB Flash Storage,Chrome OS,Version Unknown,2.2,359.0,Intel,Intel,1920,1080,1.5
Lenovo,IdeaPad Y700-15ISK,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,128GB SSD +  1TB HDD,Windows,10,2.6,789.0,Nvidia,Intel,1920,1080,2.3
LG,Gram 14Z970,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,0.98,1899.0,Intel,Intel,1920,1080,2.7
Dell,Latitude 5480,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Windows,10,1.6,1205.0,Intel,Intel,1920,1080,2.8
HP,Elitebook Folio,12.5,4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8,240GB SSD,Windows,10,1.09,3100.0,Intel,Intel,3840,2160,1.2
Lenovo,IdeaPad 510-15IKB,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6,256GB SSD,Windows,10,2.2,789.0,Nvidia,Intel,1920,1080,2.7
HP,ProBook 450,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,2.04,1018.99,Nvidia,Intel,1920,1080,2.7
Acer,Aspire E5-575,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Windows,10,2.4,499.0,Intel,Intel,1920,1080,2.4
Lenovo,ThinkPad 13,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Windows,10,1.44,881.0,Intel,Intel,1920,1080,2.5
HP,Probook 430,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.49,960.0,Intel,Intel,1920,1080,2.5
Micro-Star International,GE72VR 6RF,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.7,1599.0,Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 7567,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Windows,10,2.6,1349.0,Nvidia,Intel,1920,1080,2.8
Micro-Star International,GL62M 7RD,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Windows,10,2.2,1119.91,Nvidia,Intel,1920,1080,2.5
Dell,Vostro 3568,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Windows,10,2.18,684.99,AMD,Intel,1366,768,2.5
HP,EliteBook 850,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.84,1296.99,AMD,Intel,1920,1080,2.5
HP,Envy 13-AB077cl,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.39,1149.0,Intel,Intel,3200,1800,2.7
Toshiba,Tecra Z50-C-140,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16,256GB SSD,Windows,10,2.4,1975.0,Nvidia,Intel,1920,1080,2.6
Lenovo,ThinkPad Yoga,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,512GB SSD,Windows,10,1.37,1825.0,Intel,Intel,1920,1080,2.5
Dell,Latitude 3580,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,1.95,729.9,Intel,Intel,1366,768,2.3
Lenovo,Thinkpad X270,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.36,1650.0,Intel,Intel,1920,1080,2.7
HP,Probook 650,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,2.31,1165.0,Intel,Intel,1920,1080,2.3
Dell,Vostro 3568,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Windows,10,2.18,708.06,Intel,Intel,1366,768,2.5
HP,ProBook 640,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,1.95,1149.0,Intel,Intel,1366,768,2.3
Lenovo,IdeaPad 320-15IAP,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Windows,10,2.2,309.0,Intel,Intel,1366,768,1.1
HP,EliteBook 820,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,1.26,1579.0,Intel,Intel,1920,1080,2.3
HP,250 G6,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,1TB HDD,No OS,Version Unknown,1.86,288.9,Intel,Intel,1366,768,1.6
Lenovo,Yoga 900-13ISK,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6560U 2.2GHz,16,1TB SSD,Windows,10,1.3,1799.0,Intel,Intel,3200,1800,2.2
Toshiba,Tecra Z40-C-12X,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Windows,10,1.47,1105.0,Intel,Intel,1920,1080,2.3
HP,EliteBook 820,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.26,1669.0,Intel,Intel,1920,1080,2.3
Dell,Vostro 3568,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Windows,10,2.18,558.6,Intel,Intel,1366,768,2.0
Micro-Star International,GP62M Leopard,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.2,1199.0,Nvidia,Intel,1920,1080,2.8
Dell,Latitude 7480,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.36,1639.0,Intel,Intel,1920,1080,2.5
Dell,Alienware 17,17.3,2560x1440,Intel Core i7 6820HK 2.7GHz,16,512GB SSD +  1TB HDD,Windows,10,4.36,2758.0,Nvidia,Intel,2560,1440,2.7
HP,Omen 17-W006na,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,128GB SSD +  1TB HDD,Windows,10,2.75,1399.0,Nvidia,Intel,1920,1080,2.3
Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,17.3,1600x900,Intel Pentium Quad Core N3710 1.6GHz,4,1TB HDD,Windows,10,2.8,530.0,Nvidia,Intel,1600,900,1.6
Acer,TravelMate P259-G2,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.23,619.0,Intel,Intel,1366,768,2.5
Toshiba,Tecra A50-C-1ZV,15.6,1366x768,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,2.2,1119.0,Intel,Intel,1366,768,2.3
Lenovo,Yoga 700-11ISK,11.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core M m7-6Y75 1.2GHz,8,256GB SSD,Windows,10,1.1,1299.0,Intel,Intel,1920,1080,1.2
Lenovo,IdeaPad Y700-15ACZ,15.6,IPS Panel Full HD 1920x1080,AMD FX 8800P 2.1GHz,16,512GB SSD +  1TB HDD,Windows,10,2.5,999.0,AMD,AMD,1920,1080,2.1
Dell,Latitude 7280,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.36,1472.2,Intel,Intel,1920,1080,2.5
Lenovo,IdeaPad 310-15IKB,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,No OS,Version Unknown,2.2,685.0,Nvidia,Intel,1920,1080,2.7
Dell,Insprion 5767,17.3,1600x900,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Windows,10,2.36,659.0,AMD,Intel,1600,900,2.0
Acer,Chromebook 14,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32GB Flash Storage,Chrome OS,Version Unknown,1.68,349.0,Intel,Intel,1366,768,1.6
HP,ZBook Studio,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8,8GB SSD,Windows,10,2.0,2249.0,Nvidia,Intel,1920,1080,2.7
Dell,Latitude 7480,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Windows,10,1.36,1775.0,Intel,Intel,1920,1080,2.8
Toshiba,Portege Z30-C-1CW,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,1.2,1460.0,Intel,Intel,1920,1080,2.3
Asus,Chromebook Flip,12.5,Full HD 1920x1080,Intel Core M M7-6Y75 1.2GHz,8,64GB Flash Storage,Chrome OS,Version Unknown,1.2,1159.0,Intel,Intel,1920,1080,1.2
Lenovo,Thinkpad T460,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Windows,10,1.7,1488.99,Intel,Intel,1920,1080,2.6
Dell,Alienware 17,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD +  1TB HDD,Windows,10,4.36,3154.0,Nvidia,Intel,3840,2160,2.8
Dell,XPS 13,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7Y54 1.2GHz,8,256GB SSD,Windows,10,1.24,1899.0,Intel,Intel,1920,1080,1.2
HP,ProBook x360,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,256GB SSD,Windows,10,1.45,775.0,Intel,Intel,1366,768,1.1
Dell,XPS 13,13.3,Quad HD+ 3200x1800,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.3,1268.0,Intel,Intel,3200,1800,2.5
Acer,Chromebook C738T-C2EJ,11.6,IPS Panel Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32GB Flash Storage,Chrome OS,Version Unknown,1.25,389.0,Intel,Intel,1366,768,1.6
Toshiba,Portege Z30-C-16Z,13.3,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Windows,10,1.2,1535.0,Intel,Intel,1920,1080,2.4
Lenovo,ThinkPad X270,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Windows,10,1.36,1760.0,Intel,Intel,1920,1080,2.6
Acer,Aspire F5-573G-510L,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,12,128GB SSD +  1TB HDD,Windows,10,2.4,1009.0,Nvidia,Intel,1920,1080,2.5
Toshiba,Portege X20W-D-10V,12.5,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.1,1790.0,Intel,Intel,1920,1080,2.7
HP,ProBook 450,15.6,1366x768,Intel Core i5 7200U 2.50GHz,8,1TB HDD,Windows,10,2.04,846.5,Nvidia,Intel,1366,768,2.5
Dell,Inspiron 3567,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Linux,Version Unknown,2.25,465.62,AMD,Intel,1366,768,2.0
Dell,Latitude 5580,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,1.9,825.0,Intel,Intel,1366,768,2.5
HP,ProBook 450,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Windows,10,2.04,685.0,Intel,Intel,1920,1080,2.4
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,256GB SSD +  1TB HDD,Windows,10,4.42,3149.0,Nvidia,Intel,1920,1080,2.8
Lenovo,IdeaPad 310-15IKB,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,256GB SSD,Windows,10,2.4,695.0,Nvidia,Intel,1920,1080,2.5
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,16,512GB SSD,Windows,10,1.22,1899.0,Intel,Intel,3200,1800,1.3
Dell,Latitude E7470,14.0,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Windows,10,1.5,1962.98,Intel,Intel,2560,1440,2.6
Dell,Alienware 17,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,32,256GB SSD +  1TB HDD,Windows,10,4.42,2800.0,Nvidia,Intel,1920,1080,2.6
Toshiba,Tecra A40-C-1DF,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.95,1180.0,Intel,Intel,1920,1080,2.3
Asus,Rog Strix,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.73,2049.9,Nvidia,Intel,1920,1080,2.8
HP,Probook 450,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.70GHz,8,128GB SSD +  1TB HDD,Windows,10,2.04,979.0,Nvidia,Intel,1920,1080,2.7
Lenovo,ThinkPad T460,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,508GB Hybrid,Windows,7,1.7,1002.0,Intel,Intel,1366,768,2.3
Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.7GHz,16,512GB SSD +  2TB HDD,Windows,10,2.3,1799.0,Nvidia,Intel,3840,2160,2.7
HP,15-bs053od (i7-7500U/6GB/1TB/W10),15.6,1366x768,Intel Core i7 7500U 2.7GHz,6,1TB HDD,Windows,10,2.04,579.0,Intel,Intel,1366,768,2.7
Asus,Rog GL753VE-DS74,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.99,1749.0,Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 7579,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,512GB SSD,Windows,10,2.19,1299.0,Intel,Intel,1920,1080,2.7
Toshiba,Portege Z30-C-1CV,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Windows,7,1.2,1195.0,Intel,Intel,1920,1080,2.3
Lenovo,IdeaPad 320-15ABR,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6,256GB SSD,Windows,10,2.2,549.0,AMD,AMD,1920,1080,3.6
Fujitsu,LifeBook A556,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Windows,10,2.3,649.0,Intel,Intel,1366,768,2.3
Toshiba,Tecra A40-C-1KF,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,1.75,915.0,Intel,Intel,1366,768,2.3
Dell,Inspiron 3567,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.25,599.0,AMD,Intel,1366,768,2.5
HP,Probook 450,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.04,806.0,Intel,Intel,1920,1080,2.5
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.5,1189.0,Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 5567,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,2.36,749.0,AMD,Intel,1366,768,2.7
Dell,Latitude 5480,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Windows,10,1.6,1119.0,Intel,Intel,1920,1080,2.5
HP,EliteBook Folio,12.5,Full HD 1920x1080,Intel Core M 6Y75 1.2GHz,8,512GB SSD,Windows,10,0.97,1908.0,Intel,Intel,1920,1080,1.2
HP,15-bs005nv (i3-6006U/4GB/1TB,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128GB SSD +  1TB HDD,Windows,10,2.1,499.0,AMD,Intel,1920,1080,2.0
Lenovo,V110-15IAP (N3350/4GB/128GB/No,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,128GB SSD,No OS,Version Unknown,1.9,270.62,Intel,Intel,1366,768,1.1
Lenovo,ThinkPad T560,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,2.3,1349.0,Intel,Intel,1920,1080,2.3
Dell,Inspiron 5378,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.68,889.0,Intel,Intel,1920,1080,2.5
Asus,ZenBook UX310UA-FB485T,13.3,Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.4,1150.0,Intel,Intel,3200,1800,2.5
HP,Spectre 13-V111dx,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.11,1349.0,Intel,Intel,1920,1080,2.7
Acer,Aspire ES1-533,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,500GB HDD,Windows,10,2.4,380.0,Intel,Intel,1366,768,1.1
Asus,Rog GL553VE-DS74,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.5,1799.0,Nvidia,Intel,1920,1080,2.8
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.48,2089.0,Intel,Intel,1920,1080,2.7
Acer,Nitro 5,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.7,1260.0,Nvidia,Intel,1920,1080,2.8
HP,ENVY -,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.34,1189.0,Intel,Intel,1920,1080,2.5
Dell,Vostro 3568,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Windows,10,2.18,547.0,Intel,Intel,1366,768,2.4
HP,Probook 440,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,1.64,779.0,Intel,Intel,1366,768,2.5
Toshiba,Portege Z30-C-16H,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Windows,10,1.2,1195.0,Intel,Intel,1920,1080,2.3
HP,EliteBook 840,14.0,1366x768,Intel Core i5 6300U 2.4GHz,4,256GB SSD,Windows,10,1.48,1099.99,Intel,Intel,1366,768,2.4
HP,ProBook 640,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,1.95,1205.0,Intel,Intel,1920,1080,2.5
HP,EliteBook 1040,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Windows,7,1.43,1449.0,Intel,Intel,1920,1080,2.6
HP,ProBook 440,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.64,1049.26,Nvidia,Intel,1920,1080,2.5
